"","id","rg","ctr_n","ctr","yr","mn","sub","cst_n","cst","mag","pty_n","pty","can","pev1","vv1","cv1","cvs1","pv1","pvs1","seat"
"23",801,"North America","Canada",124,1984,9,"saskatchewan","assiniboia",5,1,"liberal",42,"lonny mckague",41569,33946,6472,0.19065574736346,6472,0.19065574736346,0
"24",801,"North America","Canada",124,1984,9,"saskatchewan","assiniboia",5,1,"new democratic party",72,"bill adamack",41569,33946,10853,0.319713662876333,10853,0.319713662876333,0
"25",801,"North America","Canada",124,1984,9,"alberta","athabasca",6,1,"progressive conservative",88,"jack shields",58422,35130,23997,0.683091374893254,23997,0.683091374893254,1
"26",801,"North America","Canada",124,1984,9,"alberta","athabasca",6,1,"confederation of regions western party",20,"fred w. borger",58422,35130,578,0.0164531739254199,578,0.0164531739254199,0
"27",801,"North America","Canada",124,1984,9,"alberta","athabasca",6,1,"social credit party of canada",100,"rudolph michetti",58422,35130,332,0.00945061201252491,332,0.00945061201252491,0
"28",801,"North America","Canada",124,1984,9,"alberta","athabasca",6,1,"liberal",42,"mike woodward",58422,35130,4222,0.120182180472531,4222,0.120182180472531,0
"29",801,"North America","Canada",124,1984,9,"alberta","athabasca",6,1,"new democratic party",72,"ann dort--maclean",58422,35130,6001,0.170822658696271,6001,0.170822658696271,0
"30",801,"North America","Canada",124,1984,9,"ontario","beaches",7,1,"libertarian party of canada",50,"dennis corrigan",48445,36717,353,0.00961407522401068,353,0.00961407522401068,0
"31",801,"North America","Canada",124,1984,9,"ontario","beaches",7,1,"progressive conservative",88,"jack jones",48445,36717,12443,0.338889342811232,12443,0.338889342811232,0
"32",801,"North America","Canada",124,1984,9,"ontario","beaches",7,1,"green party of canada",38,"trevor hancock",48445,36717,581,0.0158237328757796,581,0.0158237328757796,0
"33",801,"North America","Canada",124,1984,9,"ontario","beaches",7,1,"independent",6035,"terrence kennedy",48445,36717,132,0.00359506495628728,132,0.00359506495628728,0
"34",801,"North America","Canada",124,1984,9,"ontario","beaches",7,1,"independent",6036,"john c. turmel",48445,36717,112,0.0030503581447286,112,0.0030503581447286,0
"35",801,"North America","Canada",124,1984,9,"ontario","beaches",7,1,"party for the commonwealth of canada",82,"ron thorsen",48445,36717,27,0.000735354195604216,27,0.000735354195604216,0
"36",801,"North America","Canada",124,1984,9,"ontario","beaches",7,1,"new democratic party",72,"neil young",48445,36717,14914,0.406187869379307,14914,0.406187869379307,1
"37",801,"North America","Canada",124,1984,9,"ontario","beaches",7,1,"liberal",42,"terry kelly",48445,36717,8155,0.222104202413051,8155,0.222104202413051,0
"38",801,"North America","Canada",124,1984,9,"quebec","beauce",8,1,"parti nationaliste du québec",79,"paul-emile grondin",58837,47137,569,0.0120711967244415,569,0.0120711967244415,0
"39",801,"North America","Canada",124,1984,9,"quebec","beauce",8,1,"new democratic party",72,"serge l'italien",58837,47137,1217,0.0258183592506948,1217,0.0258183592506948,0
"40",801,"North America","Canada",124,1984,9,"quebec","beauce",8,1,"progressive conservative",88,"gilles bernier",58837,47137,25028,0.530962937819547,25028,0.530962937819547,1
"41",801,"North America","Canada",124,1984,9,"quebec","beauce",8,1,"liberal",42,"normand lapointe",58837,47137,20323,0.431147506205316,20323,0.431147506205316,0
"42",801,"North America","Canada",124,1984,9,"quebec","beauharnois--salaberry",9,1,"progressive conservative",88,"jean-guy hudon",56629,43743,27614,0.631278147360721,27614,0.631278147360721,1
"43",801,"North America","Canada",124,1984,9,"quebec","beauharnois--salaberry",9,1,"parti nationaliste du québec",79,"maurice vaudrin",56629,43743,798,0.0182429188670187,798,0.0182429188670187,0
"44",801,"North America","Canada",124,1984,9,"quebec","beauharnois--salaberry",9,1,"parti rhinocéros",81,"réal le parfait gingras",56629,43743,1216,0.0277987335116476,1216,0.0277987335116476,0
"45",801,"North America","Canada",124,1984,9,"quebec","beauharnois--salaberry",9,1,"new democratic party",72,"gus callaghan",56629,43743,2720,0.0621813775918433,2720,0.0621813775918433,0
"46",801,"North America","Canada",124,1984,9,"quebec","beauharnois--salaberry",9,1,"liberal",42,"jean-guy gaudreau",56629,43743,11395,0.26049882266877,11395,0.26049882266877,0
"47",801,"North America","Canada",124,1984,9,"quebec","bellechasse",10,1,"liberal",42,"alain garant",58964,42111,14500,0.344328085298378,14500,0.344328085298378,0
"48",801,"North America","Canada",124,1984,9,"quebec","bellechasse",10,1,"parti nationaliste du québec",79,"andré lizotte",58964,42111,518,0.0123008240127283,518,0.0123008240127283,0
"49",801,"North America","Canada",124,1984,9,"quebec","bellechasse",10,1,"parti rhinocéros",81,"serge au-boutte chabot",58964,42111,1070,0.02540903801857,1070,0.02540903801857,0
"50",801,"North America","Canada",124,1984,9,"quebec","bellechasse",10,1,"new democratic party",72,"roger lemoine",58964,42111,1666,0.0395621096625585,1666,0.0395621096625585,0
"51",801,"North America","Canada",124,1984,9,"quebec","bellechasse",10,1,"progressive conservative",88,"pierre blais",58964,42111,24357,0.578399943007765,24357,0.578399943007765,1
"52",801,"North America","Canada",124,1984,9,"quebec","berthier--maskinongé--lanaudière",11,1,"liberal",42,"antonio yanakis",55376,44801,11736,0.261958438427714,11736,0.261958438427714,0
"53",801,"North America","Canada",124,1984,9,"quebec","berthier--maskinongé--lanaudière",11,1,"parti nationaliste du québec",79,"marcel rocheleau",55376,44801,608,0.0135711256445169,608,0.0135711256445169,0
"54",801,"North America","Canada",124,1984,9,"quebec","berthier--maskinongé--lanaudière",11,1,"progressive conservative",88,"robert de cotret",55376,44801,31189,0.696167496261244,31189,0.696167496261244,1
"55",801,"North America","Canada",124,1984,9,"quebec","berthier--maskinongé--lanaudière",11,1,"party for the commonwealth of canada",82,"germain rouzioux",55376,44801,68,0.0015178232628736,68,0.0015178232628736,0
"56",801,"North America","Canada",124,1984,9,"quebec","berthier--maskinongé--lanaudière",11,1,"new democratic party",72,"jean philip penner",55376,44801,1200,0.0267851164036517,1200,0.0267851164036517,0
"57",801,"North America","Canada",124,1984,9,"quebec","blainville--deux-montagnes",12,1,"progressive conservative",88,"monique landry",77924,61246,28863,0.471263429448454,28863,0.471263429448454,1
"58",801,"North America","Canada",124,1984,9,"quebec","blainville--deux-montagnes",12,1,"social credit party of canada",100,"sylvie houle",77924,61246,255,0.00416353721059334,255,0.00416353721059334,0
"59",801,"North America","Canada",124,1984,9,"quebec","blainville--deux-montagnes",12,1,"independent",6069,"katy s. le rougetel",77924,61246,26,0.000424517519511478,26,0.000424517519511478,0
"60",801,"North America","Canada",124,1984,9,"quebec","blainville--deux-montagnes",12,1,"party for the commonwealth of canada",82,"sylvain g. pelchat",77924,61246,58,0.000947000620448682,58,0.000947000620448682,0
"61",801,"North America","Canada",124,1984,9,"quebec","blainville--deux-montagnes",12,1,"parti rhinocéros",81,"réjean o. lafrenière",77924,61246,1558,0.0254383959768801,1558,0.0254383959768801,0
"62",801,"North America","Canada",124,1984,9,"quebec","blainville--deux-montagnes",12,1,"liberal",42,"francis fox",77924,61246,23732,0.387486529732554,23732,0.387486529732554,0
"63",801,"North America","Canada",124,1984,9,"quebec","blainville--deux-montagnes",12,1,"independent",6068,"charles c. chiasson",77924,61246,113,0.0018450184501845,113,0.0018450184501845,0
"64",801,"North America","Canada",124,1984,9,"quebec","blainville--deux-montagnes",12,1,"parti nationaliste du québec",79,"daniel epinat",77924,61246,1032,0.0168500800052248,1032,0.0168500800052248,0
"65",801,"North America","Canada",124,1984,9,"quebec","blainville--deux-montagnes",12,1,"new democratic party",72,"normand j. labrie",77924,61246,5609,0.0915814910361493,5609,0.0915814910361493,0
"66",801,"North America","Canada",124,1984,9,"quebec","bonaventure--Îles-de-la-madeleine",13,1,"independent",6070,"sylvain sauvé",42779,30951,440,0.0142160188685341,440,0.0142160188685341,0
"67",801,"North America","Canada",124,1984,9,"quebec","bonaventure--Îles-de-la-madeleine",13,1,"new democratic party",72,"martin cauvier",42779,30951,1040,0.033601499143808,1040,0.033601499143808,0
"68",801,"North America","Canada",124,1984,9,"quebec","bonaventure--Îles-de-la-madeleine",13,1,"liberal",42,"rémi bujold",42779,30951,13689,0.442279732480372,13689,0.442279732480372,0
"69",801,"North America","Canada",124,1984,9,"quebec","bonaventure--Îles-de-la-madeleine",13,1,"party for the commonwealth of canada",82,"jacques bernier",42779,30951,280,0.00904655746179445,280,0.00904655746179445,0
"70",801,"North America","Canada",124,1984,9,"quebec","bonaventure--Îles-de-la-madeleine",13,1,"progressive conservative",88,"darryl l. gray",42779,30951,15502,0.500856192045491,15502,0.500856192045491,1
"71",801,"North America","Canada",124,1984,9,"newfoundland and labrador","bonavista--trinity--conception",14,1,"new democratic party",72,"susan maher",52355,34550,1432,0.0414471780028944,1432,0.0414471780028944,0
"72",801,"North America","Canada",124,1984,9,"newfoundland and labrador","bonavista--trinity--conception",14,1,"liberal",42,"dave rooney",52355,34550,14103,0.408191027496382,14103,0.408191027496382,0
"73",801,"North America","Canada",124,1984,9,"newfoundland and labrador","bonavista--trinity--conception",14,1,"progressive conservative",88,"morrissey johnson",52355,34550,19015,0.550361794500724,19015,0.550361794500724,1
"74",801,"North America","Canada",124,1984,9,"quebec","bourassa",15,1,"liberal",42,"carlo rossi",65626,46017,20221,0.439424560488515,20221,0.439424560488515,1
"75",801,"North America","Canada",124,1984,9,"quebec","bourassa",15,1,"social credit party of canada",100,"roland boudreau",65626,46017,236,0.00512853945281092,236,0.00512853945281092,0
"76",801,"North America","Canada",124,1984,9,"quebec","bourassa",15,1,"party for the commonwealth of canada",82,"carl paradis",65626,46017,125,0.00271638742203968,125,0.00271638742203968,0
"77",801,"North America","Canada",124,1984,9,"quebec","bourassa",15,1,"new democratic party",72,"roderick charters",65626,46017,3741,0.0812960427668036,3741,0.0812960427668036,0
"78",801,"North America","Canada",124,1984,9,"quebec","bourassa",15,1,"independent",6071,"michel dugré",65626,46017,103,0.0022383032357607,103,0.0022383032357607,0
"79",801,"North America","Canada",124,1984,9,"quebec","bourassa",15,1,"progressive conservative",88,"raymond-j. rochon",65626,46017,18703,0.406436751635265,18703,0.406436751635265,0
"80",801,"North America","Canada",124,1984,9,"quebec","bourassa",15,1,"independent",6072,"gérard ledoux",65626,46017,101,0.00219484103700806,101,0.00219484103700806,0
"81",801,"North America","Canada",124,1984,9,"quebec","bourassa",15,1,"parti nationaliste du québec",79,"j. andré perey",65626,46017,1169,0.0254036551709151,1169,0.0254036551709151,0
"82",801,"North America","Canada",124,1984,9,"quebec","bourassa",15,1,"parti rhinocéros",81,"dominique pique-nique malouin",65626,46017,1618,0.0351609187908816,1618,0.0351609187908816,0
"83",801,"North America","Canada",124,1984,9,"alberta","bow river",16,1,"parti rhinocéros",81,"gordon d. taylor",78914,56475,2349,0.041593625498008,2349,0.041593625498008,0
"84",801,"North America","Canada",124,1984,9,"alberta","bow river",16,1,"liberal",42,"b.c. tanner",78914,56475,4066,0.0719964586100044,4066,0.0719964586100044,0
"85",801,"North America","Canada",124,1984,9,"alberta","bow river",16,1,"confederation of regions western party",20,"dean oseen",78914,56475,1443,0.0255511288180611,1443,0.0255511288180611,0
"86",801,"North America","Canada",124,1984,9,"alberta","bow river",16,1,"new democratic party",72,"william mccutcheon",78914,56475,5258,0.0931031429836211,5258,0.0931031429836211,0
"87",801,"North America","Canada",124,1984,9,"alberta","bow river",16,1,"social credit party of canada",100,"tom erhart",78914,56475,326,0.00577246569278442,326,0.00577246569278442,0
"88",801,"North America","Canada",124,1984,9,"alberta","bow river",16,1,"progressive conservative",88,"gordon e. taylor",78914,56475,43033,0.761983178397521,43033,0.761983178397521,1
"89",801,"North America","Canada",124,1984,9,"ontario","brampton--georgetown",17,1,"progressive conservative",88,"john mcdermid",111967,85035,47743,0.561451167166461,47743,0.561451167166461,1
"90",801,"North America","Canada",124,1984,9,"ontario","brampton--georgetown",17,1,"new democratic party",72,"john deamer",111967,85035,13356,0.157064738049039,13356,0.157064738049039,0
"91",801,"North America","Canada",124,1984,9,"ontario","brampton--georgetown",17,1,"green party of canada",38,"steven kaasgaard",111967,85035,458,0.00538601752219674,458,0.00538601752219674,0
"92",801,"North America","Canada",124,1984,9,"ontario","brampton--georgetown",17,1,"communist party of canada",19,"jim bridgewood",111967,85035,153,0.00179925912859411,153,0.00179925912859411,0
"93",801,"North America","Canada",124,1984,9,"ontario","brampton--georgetown",17,1,"liberal",42,"ross milne",111967,85035,23325,0.27429881813371,23325,0.27429881813371,0
"94",801,"North America","Canada",124,1984,9,"manitoba","brandon--souris",18,1,"progressive conservative",88,"lee clark",51129,36044,18813,0.521945400066585,18813,0.521945400066585,1
"95",801,"North America","Canada",124,1984,9,"manitoba","brandon--souris",18,1,"liberal",42,"david campbell",51129,36044,5278,0.146432138497392,5278,0.146432138497392,0
"96",801,"North America","Canada",124,1984,9,"manitoba","brandon--souris",18,1,"confederation of regions western party",20,"dennis heeney",51129,36044,6322,0.175396737321052,6322,0.175396737321052,0
"97",801,"North America","Canada",124,1984,9,"manitoba","brandon--souris",18,1,"new democratic party",72,"jake janzen",51129,36044,5631,0.156225724114971,5631,0.156225724114971,0
"98",801,"North America","Canada",124,1984,9,"ontario","brant",19,1,"new democratic party",72,"derek blackburn",71821,52275,23103,0.441951219512195,23103,0.441951219512195,1
"99",801,"North America","Canada",124,1984,9,"ontario","brant",19,1,"liberal",42,"peter hexamer",71821,52275,7286,0.139378287900526,7286,0.139378287900526,0
"100",801,"North America","Canada",124,1984,9,"ontario","brant",19,1,"progressive conservative",88,"rick sterne",71821,52275,21679,0.414710664753706,21679,0.414710664753706,0
"101",801,"North America","Canada",124,1984,9,"ontario","brant",19,1,"social credit party of canada",100,"charley harris",71821,52275,207,0.00395982783357245,207,0.00395982783357245,0
"102",801,"North America","Canada",124,1984,9,"ontario","broadview--greenwood",20,1,"liberal",42,"ken paige",43773,33044,6060,0.183391841181455,6060,0.183391841181455,0
"103",801,"North America","Canada",124,1984,9,"ontario","broadview--greenwood",20,1,"progressive conservative",88,"peter worthington",43773,33044,11455,0.346659000121051,11455,0.346659000121051,0
"104",801,"North America","Canada",124,1984,9,"ontario","broadview--greenwood",20,1,"new democratic party",72,"lynn mcdonald",43773,33044,15066,0.45593753782835,15066,0.45593753782835,1
"105",801,"North America","Canada",124,1984,9,"ontario","broadview--greenwood",20,1,"green party of canada",38,"rolf tegtmeyer",43773,33044,239,0.00723278053504418,239,0.00723278053504418,0
"106",801,"North America","Canada",124,1984,9,"ontario","broadview--greenwood",20,1,"parti rhinocéros",81,"nora rodden",43773,33044,224,0.00677884033409999,224,0.00677884033409999,0
"107",801,"North America","Canada",124,1984,9,"quebec","brome--missisquoi",21,1,"new democratic party",72,"gordon j. hamilton",52559,40851,2271,0.0555922743629287,2271,0.0555922743629287,0
"108",801,"North America","Canada",124,1984,9,"quebec","brome--missisquoi",21,1,"progressive conservative",88,"gabrielle bertrand",52559,40851,21678,0.530660204156569,21678,0.530660204156569,1
"109",801,"North America","Canada",124,1984,9,"quebec","brome--missisquoi",21,1,"libertarian party of canada",50,"david chamberlain",52559,40851,116,0.00283958777018922,116,0.00283958777018922,0
"110",801,"North America","Canada",124,1984,9,"quebec","brome--missisquoi",21,1,"liberal",42,"andré bachand",52559,40851,15693,0.384152162737754,15693,0.384152162737754,0
"111",801,"North America","Canada",124,1984,9,"quebec","brome--missisquoi",21,1,"party for the commonwealth of canada",82,"michel boissonnault",52559,40851,96,0.00235000367188074,96,0.00235000367188074,0
"112",801,"North America","Canada",124,1984,9,"quebec","brome--missisquoi",21,1,"parti nationaliste du québec",79,"yvon bélair",52559,40851,997,0.0244057673006781,997,0.0244057673006781,0
"113",801,"North America","Canada",124,1984,9,"ontario","bruce--grey",22,1,"progressive conservative",88,"gary m. gurbin",54732,42654,27611,0.647324987105547,27611,0.647324987105547,1
"114",801,"North America","Canada",124,1984,9,"ontario","bruce--grey",22,1,"new democratic party",72,"norma peterson",54732,42654,5112,0.11984807989872,5112,0.11984807989872,0
"115",801,"North America","Canada",124,1984,9,"ontario","bruce--grey",22,1,"liberal",42,"ron oswald",54732,42654,9931,0.232826932995733,9931,0.232826932995733,0
"116",801,"North America","Canada",124,1984,9,"newfoundland and labrador","burin--st. george's",23,1,"liberal",42,"roger simmons",40454,27836,12885,0.462889783014801,12885,0.462889783014801,0
"117",801,"North America","Canada",124,1984,9,"newfoundland and labrador","burin--st. george's",23,1,"new democratic party",72,"l. joseph edwards",40454,27836,1767,0.0634789481247306,1767,0.0634789481247306,0
"118",801,"North America","Canada",124,1984,9,"newfoundland and labrador","burin--st. george's",23,1,"progressive conservative",88,"joe price",40454,27836,13184,0.473631268860468,13184,0.473631268860468,1
"119",801,"North America","Canada",124,1984,9,"ontario","burlington",24,1,"new democratic party",72,"walter mulkewich",77281,60670,11687,0.192632272952036,11687,0.192632272952036,0
"120",801,"North America","Canada",124,1984,9,"ontario","burlington",24,1,"liberal",42,"fred schwenger",77281,60670,11406,0.188000659304434,11406,0.188000659304434,0
"121",801,"North America","Canada",124,1984,9,"ontario","burlington",24,1,"progressive conservative",88,"bill kempling",77281,60670,37577,0.619367067743531,37577,0.619367067743531,1
"122",801,"North America","Canada",124,1984,9,"british columbia","burnaby",25,1,"green party of canada",38,"blair t. longley",74795,58991,364,0.00617043277788137,364,0.00617043277788137,0
"123",801,"North America","Canada",124,1984,9,"british columbia","burnaby",25,1,"progressive conservative",88,"bill langas",74795,58991,20697,0.350850129680799,20697,0.350850129680799,0
"124",801,"North America","Canada",124,1984,9,"british columbia","burnaby",25,1,"liberal",42,"mike hillman",74795,58991,9612,0.16294010950823,9612,0.16294010950823,0
"125",801,"North America","Canada",124,1984,9,"british columbia","burnaby",25,1,"new democratic party",72,"svend j. robinson",74795,58991,28318,0.48003932803309,28318,0.48003932803309,1
"126",801,"North America","Canada",124,1984,9,"alberta","calgary centre",26,1,"new democratic party",72,"susan keeley",54892,37562,5138,0.136787178531495,5138,0.136787178531495,0
"127",801,"North America","Canada",124,1984,9,"alberta","calgary centre",26,1,"green party of canada",38,"glen staples",54892,37562,761,0.0202598370693786,761,0.0202598370693786,0
"128",801,"North America","Canada",124,1984,9,"alberta","calgary centre",26,1,"liberal",42,"karen gainer",54892,37562,5955,0.158537884031734,5955,0.158537884031734,0
"129",801,"North America","Canada",124,1984,9,"alberta","calgary centre",26,1,"progressive conservative",88,"harvie andre",54892,37562,24924,0.663542942335339,24924,0.663542942335339,1
"130",801,"North America","Canada",124,1984,9,"alberta","calgary centre",26,1,"libertarian party of canada",50,"joseph kyriakakis",54892,37562,180,0.004792077099196,180,0.004792077099196,0
"131",801,"North America","Canada",124,1984,9,"alberta","calgary centre",26,1,"confederation of regions western party",20,"jean ferguson",54892,37562,604,0.0160800809328577,604,0.0160800809328577,0
"132",801,"North America","Canada",124,1984,9,"alberta","calgary east",27,1,"liberal",42,"rod sykes",95783,62572,14749,0.235712459246948,14749,0.235712459246948,0
"133",801,"North America","Canada",124,1984,9,"alberta","calgary east",27,1,"progressive conservative",88,"alex kindy",95783,62572,36825,0.58852202262993,36825,0.58852202262993,1
"134",801,"North America","Canada",124,1984,9,"alberta","calgary east",27,1,"new democratic party",72,"barry pashak",95783,62572,8558,0.136770440452599,8558,0.136770440452599,0
"135",801,"North America","Canada",124,1984,9,"alberta","calgary east",27,1,"confederation of regions western party",20,"nora galenzoski",95783,62572,658,0.010515885699674,658,0.010515885699674,0
"136",801,"North America","Canada",124,1984,9,"alberta","calgary east",27,1,"independent",6001,"dave g. wereschuk",95783,62572,993,0.0158697180847663,993,0.0158697180847663,0
"137",801,"North America","Canada",124,1984,9,"alberta","calgary east",27,1,"social credit party of canada",100,"jim othen",95783,62572,343,0.00548168509876622,343,0.00548168509876622,0
"138",801,"North America","Canada",124,1984,9,"alberta","calgary east",27,1,"communist party of canada",19,"bruce potter",95783,62572,122,0.00194975388352618,122,0.00194975388352618,0
"139",801,"North America","Canada",124,1984,9,"alberta","calgary east",27,1,"libertarian party of canada",50,"wayne kollinger",95783,62572,324,0.00517803490379083,324,0.00517803490379083,0
"140",801,"North America","Canada",124,1984,9,"alberta","calgary north",28,1,"new democratic party",72,"pam appleton",73213,53863,7027,0.130460613036778,7027,0.130460613036778,0
"141",801,"North America","Canada",124,1984,9,"alberta","calgary north",28,1,"independent",6002,"peter e. hope",73213,53863,765,0.0142026994411748,765,0.0142026994411748,0
"142",801,"North America","Canada",124,1984,9,"alberta","calgary north",28,1,"liberal",42,"darryl raymaker",73213,53863,6864,0.127434416946698,6864,0.127434416946698,0
"143",801,"North America","Canada",124,1984,9,"alberta","calgary north",28,1,"progressive conservative",88,"paul gagnon",73213,53863,39207,0.727902270575349,39207,0.727902270575349,1
"144",801,"North America","Canada",124,1984,9,"alberta","calgary south",29,1,"progressive conservative",88,"bobbie sparrow",94859,71354,55590,0.779073352580094,55590,0.779073352580094,1
"145",801,"North America","Canada",124,1984,9,"alberta","calgary south",29,1,"liberal",42,"harold millican",94859,71354,7827,0.109692518989825,7827,0.109692518989825,0
"146",801,"North America","Canada",124,1984,9,"alberta","calgary south",29,1,"confederation of regions western party",20,"phyllis kobley",94859,71354,866,0.0121366706841943,866,0.0121366706841943,0
"147",801,"North America","Canada",124,1984,9,"alberta","calgary south",29,1,"independent",6003,"larry heather",94859,71354,800,0.0112117050200409,800,0.0112117050200409,0
"148",801,"North America","Canada",124,1984,9,"alberta","calgary south",29,1,"party for the commonwealth of canada",82,"bill bohdan",94859,71354,136,0.00190598985340696,136,0.00190598985340696,0
"149",801,"North America","Canada",124,1984,9,"alberta","calgary south",29,1,"new democratic party",72,"brendan quigley",94859,71354,6135,0.0859797628724388,6135,0.0859797628724388,0
"150",801,"North America","Canada",124,1984,9,"alberta","calgary west",30,1,"confederation of regions western party",20,"cliff ginn",67697,50285,523,0.0104007159192602,523,0.0104007159192602,0
"151",801,"North America","Canada",124,1984,9,"alberta","calgary west",30,1,"libertarian party of canada",50,"frank ceri",67697,50285,233,0.00463358854529184,233,0.00463358854529184,0
"152",801,"North America","Canada",124,1984,9,"alberta","calgary west",30,1,"green party of canada",38,"martin--john mcdonald",67697,50285,605,0.0120314209008651,605,0.0120314209008651,0
"153",801,"North America","Canada",124,1984,9,"alberta","calgary west",30,1,"progressive conservative",88,"jim hawkes",67697,50285,37565,0.747041861390077,37565,0.747041861390077,1
"154",801,"North America","Canada",124,1984,9,"alberta","calgary west",30,1,"liberal",42,"bill code",67697,50285,5749,0.114328328527394,5749,0.114328328527394,0
"155",801,"North America","Canada",124,1984,9,"alberta","calgary west",30,1,"social credit party of canada",100,"doug williams",67697,50285,201,0.0039972158695436,201,0.0039972158695436,0
"156",801,"North America","Canada",124,1984,9,"alberta","calgary west",30,1,"new democratic party",72,"ed smith",67697,50285,5409,0.107566868847569,5409,0.107566868847569,0
"157",801,"North America","Canada",124,1984,9,"ontario","cambridge",31,1,"parti rhinocéros",81,"john jagiellowicz",51955,38134,343,0.00899459799653852,343,0.00899459799653852,0
"158",801,"North America","Canada",124,1984,9,"ontario","cambridge",31,1,"new democratic party",72,"bill mcbain",51955,38134,9171,0.240494047306865,9171,0.240494047306865,0
"159",801,"North America","Canada",124,1984,9,"ontario","cambridge",31,1,"party for the commonwealth of canada",82,"peter harz",51955,38134,112,0.00293701159070646,112,0.00293701159070646,0
"160",801,"North America","Canada",124,1984,9,"ontario","cambridge",31,1,"progressive conservative",88,"chris speyer",51955,38134,22963,0.602166046048146,22963,0.602166046048146,1
"161",801,"North America","Canada",124,1984,9,"ontario","cambridge",31,1,"liberal",42,"lyn johnston",51955,38134,5545,0.145408297057744,5545,0.145408297057744,0
"162",801,"North America","Canada",124,1984,9,"nova scotia","cape breton highlands--canso",32,1,"new democratic party",72,"daniel w. macinnes",46446,38705,4308,0.111303449166774,4308,0.111303449166774,0
"163",801,"North America","Canada",124,1984,9,"nova scotia","cape breton highlands--canso",32,1,"progressive conservative",88,"lawrence i. o'neil",46446,38705,19371,0.500477974421909,19371,0.500477974421909,1
